Molecule name,SMILES,pIC50 (SARS-CoV-2 Mpro)
ASAP-0016592,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NC)C2=CC(Cl)=CC=C2C1=O,8.07
ASAP-0016838,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NS(C)(=O)=O)C2=CC(Cl)=CC=C2C1=O,6.26
ASAP-0016902,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NCC2CC2)C2=CC(Cl)=CC=C2C1=O,8.65
ASAP-0016973,COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,4.35
ASAP-0016974,COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,8.68
ASAP-0017058,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NN=CO1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=NC=N1,7.3
ASAP-0017386,CCO[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC)C(=O)C1=CC=C(Cl)C=C12,7.37
ASAP-0017647,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=CC=NN=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CS1,8.62
ASAP-0017685,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2OCC2CC2)C2=CC(Cl)=CC=C2C1=O,8.28
ASAP-0017714,COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,8.64
ASAP-0020941,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NC(C)=O)C2=CC(Cl)=CC=C2C1=O,5.88
ASAP-0021174,CCS(=O)(=O)N[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC)C(=O)C1=CC=C(Cl)C=C12,6.87
ASAP-0022922,CC1=NN=C(SC2=CC(C3=CC=CC=C3)=NC3=NC=NN23)N1C,5.2
ASAP-0027780,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1CNC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CS1,8.09
ASAP-0027924,COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CC=CN=C2)C=C1,4.99
ASAP-0027949,C[C@H]1CCCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.9
ASAP-0027969,C[C@H]1CCCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.87
ASAP-0027975,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C1)N=CN2,4.83
ASAP-0027976,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)C1,6.27
ASAP-0027994,C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.7
ASAP-0027997,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC1,4.74
ASAP-0028001,COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC(C)=C2)C=C1,5.78
ASAP-0028002,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=C2C=CNC2=C1,6.23
ASAP-0028004,C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.63
ASAP-0028012,C[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.37
ASAP-0028804,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCO1,4.09
ASAP-0028815,O=C(CC1=CN=CC2=CC=CC=C12)N1CCN2N=CC=C2C1,4.16
ASAP-0028818,CC1=NC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C2N1,6.47
ASAP-0028819,C[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,5.12
ASAP-0028820,C[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,6.51
ASAP-0028823,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(Cl)C=CC=C2C1,6.39
ASAP-0028829,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.44
ASAP-0028832,COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC=C2C)C=C1,5.44
ASAP-0028833,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCN2N=CC=C2C1,4.11
ASAP-0028837,CC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,6.87
ASAP-0028838,CC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,5.18
ASAP-0028844,CC1=NC2=C(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)N1C,4.4
ASAP-0028855,CN1C=NC2=C1CCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,5.01
ASAP-0028856,CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.73
ASAP-0028867,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCC1,4.22
ASAP-0028872,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CCO1,4.35
ASAP-0028999,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=C2N=CNC2=C1,6.21
ASAP-0029287,CC(C)CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,6.47
ASAP-0029423,CC(F)(F)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,6.23
ASAP-0029539,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(F)F)CC1,5.92
ASAP-0029560,CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=CS3)C3=CC(Cl)=CC=C3C2=O)=N1,8.6
ASAP-0029604,CC(C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,6.33
ASAP-0029634,C[C@H]1C[C@@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1,5.87
ASAP-0029643,CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C)O3)C3=CC(Cl)=CC=C3C2=O)=N1,7.75
ASAP-0029657,CCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,6.04
ASAP-0029694,CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=CO3)C3=CC(Cl)=CC=C3C2=O)=N1,8.64
ASAP-0029707,CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.66
ASAP-0029738,C[C@@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)C1,5.68
ASAP-0029741,CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C(F)(F)F)O3)C3=CC(Cl)=CC=C3C2=O)=N1,7.89
ASAP-0029947,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(F)(F)F)CC1,6.55
ASAP-0029984,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CS1,8.24
ASAP-0029987,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=C(C(F)(F)F)O1,7.67
ASAP-0030055,COCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.89
ASAP-0031146,CC(C)C1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,6.21
ASAP-0031187,CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1,6.57
ASAP-0031213,CC1=CN=CC(CC(=O)N2CCC3=C(C=CS3)C2)=C1,5.3
ASAP-0031242,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C1)N=CS2,5.92
ASAP-0031372,CC(C)C1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,6.13
ASAP-0031411,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)C12CCC2,7.14
ASAP-0031442,CC1(CC(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.81
ASAP-0031558,CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,7.08
ASAP-0031921,CC(C)CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21,5.35
ASAP-0031922,CC(C)CC1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,7.06
ASAP-0031924,CC(C)NS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21,5.51
ASAP-0031934,COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,5.42
ASAP-0031935,COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,6.58
ASAP-0031945,CCNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21,6.67
ASAP-0031946,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@H]2CCCC[C@@H]2C1,5.82
ASAP-0031960,CN(C)C(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.55
ASAP-0031961,COC(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.49
ASAP-0031964,CNC(=O)C[C@@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.34
ASAP-0031969,CN(C)C(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,5.21
ASAP-0031980,CC(C)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.68
ASAP-0031981,CC(C)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.58
ASAP-0032038,C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.37
ASAP-0032039,C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.19
ASAP-0032061,C[C@H]1C[C@H](C(C)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,6.2
ASAP-0032065,C=CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.64
ASAP-0032066,C=CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.33
ASAP-0032096,CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.28
ASAP-0032097,CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.34
ASAP-0032107,CC(C)(O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.55
ASAP-0032122,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1,5.65
ASAP-0032123,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1,7.01
ASAP-0032153,CC(C)C1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,4.82
ASAP-0032154,COC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.09
ASAP-0032155,COC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.44
ASAP-0032158,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CF)C1,4.53
ASAP-0032161,CCC1=NOC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,4.54
ASAP-0032167,COCC1(CC2CC2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.92
ASAP-0032168,CC1=CC=CC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1C,5.36
ASAP-0032174,COC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.14
ASAP-0032180,COCC1=CC=CC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,5.06
ASAP-0032181,C#CC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,4.85
ASAP-0032183,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=C1F,5.19
ASAP-0032184,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCF)C1,5.16
ASAP-0032185,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCF)C1,4.36
ASAP-0032189,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C=C1F,5.26
ASAP-0032194,CC1=NOC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,4.49
ASAP-0032201,COC1=CC=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.98
ASAP-0032210,CN1C=NC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.11
ASAP-0032218,CN1C=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.1
ASAP-0032220,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NC=CS1,4.55
ASAP-0032233,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC(Cl)=CC=C1F,6.3
ASAP-0032240,CC(C)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.94
ASAP-0032241,CC(C)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.31
ASAP-0032242,C[C@H]1C[C@H](C)CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.28
ASAP-0032246,CC(C)[C@]1(O)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.31
ASAP-0032252,COC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1F,4.85
ASAP-0032254,COC1=CC=CC=C1[C@H]1CC(C)(C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,6.46
ASAP-0032256,C[C@H]1C[C@@H](C(C)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.9
ASAP-0032260,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2,5.9
ASAP-0032261,N#CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.83
ASAP-0032264,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1CCC1,4.76
ASAP-0032266,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=C(F)C=CC=C1F,6.02
ASAP-0032269,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NC2=CC=CC=C2O1,4.58
ASAP-0032271,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C(Cl)=C1,5.58
ASAP-0032277,CC1=NNC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,4.41
ASAP-0032278,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCCC2)C1,4.85
ASAP-0032279,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCCC2)C1,5.58
ASAP-0032280,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NNC=C1,4.38
ASAP-0032282,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NOC=C1,4.7
ASAP-0032285,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC(F)=C1,5.85
ASAP-0032289,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(Cl)C=C1,5.19
ASAP-0032292,CC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,4.82
ASAP-0032295,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C=N1,5.09
ASAP-0032300,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=NC=N1,5.08
ASAP-0032312,C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]1C,4.16
ASAP-0032322,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(N=CS2)C12CCC2,6.75
ASAP-0032327,C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.06
ASAP-0032328,C[C@H](O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.1
ASAP-0032332,CN1N=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.42
ASAP-0032358,CN1N=NC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.15
ASAP-0032364,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(Cl)C=C1F,4.96
ASAP-0032402,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@H]21,5.15
ASAP-0032403,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@H]21,4.67
ASAP-0032546,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CSC=N1,5.11
ASAP-0032559,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1,4.61
ASAP-0032560,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1,4.02
ASAP-0032561,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1[C@H]1CCCO1,4.2
ASAP-0032572,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCCC[C@@H]21,5.18
ASAP-0032604,COC1=CC=CC=C1[C@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.59
ASAP-0032605,COC1=CC=CC=C1[C@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.77
